exercicio,periodo,uf,anexo,cod_conta,conta,coluna,valor,populacao,uf_nome
2017,1,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),Valor,5017024535.83,3474998,Rio Grande do Norte
2017,1,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),% sobre a RCL Ajustada,56.96,3474998,Rio Grande do Norte
2017,1,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),SALDO DO EXERCÍCIO ANTERIOR,2061018249.67,3474998,Rio Grande do Norte
2017,1,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 1º Quadrimestre,2036738332.29,3474998,Rio Grande do Norte
2017,1,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,SALDO DO EXERCÍCIO ANTERIOR,1691840845.08,3474998,Rio Grande do Norte
2017,1,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 1º Quadrimestre,1667560927.7,3474998,Rio Grande do Norte
2017,1,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),SALDO DO EXERCÍCIO ANTERIOR,1068411173.34,3474998,Rio Grande do Norte
2017,1,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 1º Quadrimestre,530556999.67,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),"DESPESAS LIQUIDADAS 
(a)",6648584648.9,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 01,DespesaComPessoalAtivoBruta,Pessoal Ativo,"DESPESAS LIQUIDADAS 
(a)",4058702335.54,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 01,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,"DESPESAS LIQUIDADAS 
(a)",2583649691.65,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 01,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),"DESPESAS LIQUIDADAS 
(a)",5320855035.26,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 01,ReceitaCorrenteLiquidaLimiteLegal,RECEITA CORRENTE LIQUIDA - RCL (IV),Valor,9262997669.41,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),Valor,5320855035.26,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),% sobre a RCL Ajustada,57.44,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),SALDO DO EXERCÍCIO ANTERIOR,2061018249.67,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 1º Quadrimestre,2036738332.29,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 2º Quadrimestre,2072646883.9,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,SALDO DO EXERCÍCIO ANTERIOR,1692885353.59,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 1º Quadrimestre,1668605436.21,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 2º Quadrimestre,1704513987.82,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),SALDO DO EXERCÍCIO ANTERIOR,1068411173.34,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 1º Quadrimestre,530544437.47,3474998,Rio Grande do Norte
2017,2,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 2º Quadrimestre,583689782.78,3474998,Rio Grande do Norte
