uf,uf_nome,ano_bim,bimestre,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio,rais_vinculos_ativos,credito_PF_nordeste_real,credito_PJ_nordeste_real,credito_total_nordeste_real,IBCR_NE_ajuste_sazonal,ibc_br,selic_mensal,ipca_mensal,inadimplencia_PF,inadimplencia_PJ,resultado_primario_real,dcl_real,investimento_publico_real,transferencias_federais_real,rais_remuneracao_media_real,credito_PF_brasil,credito_PF_brasil_real,credito_PF_nordeste,credito_PJ_brasil,credito_PJ_brasil_real,credito_PJ_nordeste,credito_total_nordeste,pib_trimestral_indice,resultado_primario_nominal,dcl_nominal,ano,investimento_publico_nominal,transferencias_federais_nominal
PE,Pernambuco,2020,3,34868,45974,-11106,80842,17577.52349567211,,443842.37426039984,204067.98409881553,260960.5154641576,88.98,89.62007,2.795,-0.06,3.8,3.88,,18381432432.44533,919118720.9873664,-1824922081.5610256,,3623049.0,5036638.457438516,319273.0,2041232.0,2837650.71677312,146794.0,187719.0,,,13222475854.82,2020.0,690348237.12,-1312737092.1199985
PE,Pernambuco,2020,4,66090,47827,18263,113917,1395.8804451372398,,453889.3491993725,207414.81065123947,269869.47215368063,94.1,93.73536,2.045,0.3,3.38,3.455,,18271644697.251637,919118720.9873664,5395496409.864977,,3742022.0,5170960.203219046,328462.0,2092254.0,2891207.526044973,150098.0,195294.0,165.3,,13222475854.82,2020.0,690348237.12,3904510085.7799993
PE,Pernambuco,2020,5,86914,51575,35339,138489,1269.5620117698677,,459852.1256811397,215523.47907137917,274825.9935162694,97.06,97.51671,1.9,0.75,3.1,3.155,,17808687996.350586,919118720.9873664,5498448194.386204,,3878657.0,5280276.22803137,337787.0,2159264.0,2939551.078954372,158314.0,201875.0,171.63,,13081473274.29,2020.0,690348237.12,4038916461.43
PE,Pernambuco,2020,6,71204,59913,11291,131117,1322.2258780970724,,467057.5583415984,220123.0718712047,278847.765243984,98.7,97.67943,1.9,1.12,2.905,2.9450000000000003,,17416466557.016594,919118720.9873664,5101661888.149505,,4020169.0,5352389.404002741,350806.0,2239719.0,2981926.4422823056,165334.0,209442.0,,,13081473274.29,2020.0,690348237.12,3831848063.2
PE,Pernambuco,2021,1,75483,72243,3240,147726,1267.868595460616,2259946.0,469274.3048011571,216361.45881267183,279076.4708735104,96.96,98.85452,1.9,0.5549999999999999,2.9,2.92,,14956072191.817366,1347229983.4346368,5057312146.574346,,4044845.0,5326009.426173602,356391.0,2270532.0,2989700.4296651175,164316.0,211945.0,173.16,,11358409079.68,2021.0,1113709742.73,3840782490.73
PE,Pernambuco,2021,2,70080,67602,2478,137682,1397.2567984173706,2259946.0,475287.48516130954,217296.24007589705,283646.39589454327,96.01,96.45734,2.44,0.62,2.89,2.91,,14772467702.067871,1347229983.4346368,4615025624.846991,,4126914.0,5367362.92437966,365444.0,2322034.0,3019980.3535399577,167077.0,218093.0,171.96,,11358409079.68,2021.0,1113709742.73,3548449048.4199996
PE,Pernambuco,2021,3,72034,56857,15177,128891,15259.05779250646,2259946.0,485101.53514602635,218323.21265090737,288486.57096471294,95.97,96.80299,3.525,0.6799999999999999,2.92,2.94,,12160687463.120815,1347229983.4346368,4761394224.900067,,4212400.0,5404800.86608651,378079.0,2398138.0,3076977.100796451,170157.0,224841.0,,,9477810772.1,2021.0,1113709742.73,3710940981.9000006
PE,Pernambuco,2021,4,87076,60508,26568,147584,1373.9265749486244,2259946.0,496409.9339121431,221321.6863762557,292868.0650188335,95.2,97.07685,4.58,0.915,2.91,2.97,,11941166784.71075,1347229983.4346368,4665760576.044176,,4344165.0,5473246.939895294,394005.0,2495958.0,3144676.7067105365,175665.0,232452.0,172.18,,9477810772.1,2021.0,1113709742.73,3703255858.07
PE,Pernambuco,2021,5,106120,67407,38713,173527,1332.0431899295486,2259946.0,504768.7858037332,222801.4803505099,297420.85460737185,98.09,97.47908,5.865,1.205,2.96,3.01,,13931456002.779629,1347229983.4346368,4423277903.538196,,4509925.0,5547587.970152288,410353.0,2602076.0,3200772.8543206337,181127.0,241789.0,174.46,,11325610707.1,2021.0,1113709742.73,3595914423.7899995
PE,Pernambuco,2021,6,80805,75931,4874,156736,1426.261593058927,2259946.0,515769.1261629741,224873.05997402733,305937.20031152695,98.9,99.13496,8.205,0.84,2.9850000000000003,3.07,,13700340169.3439,1347229983.4346368,5258205591.1424465,,4679575.0,5660778.125436181,426369.0,2708971.0,3276982.1574055287,185895.0,252908.0,,,11325610707.1,2021.0,1113709742.73,4346781817.610001
PE,Pernambuco,2022,1,85108,84037,1071,169145,1509.1266969043809,2492153.0,519181.8023899913,221577.73003764043,301486.0303256477,100.89,98.58788,9.82,0.775,3.27,3.26,,9884498228.820751,3480155643.638775,5663117154.901615,,4723686.0,5626618.757609835,435866.0,2755932.0,3282728.5060643717,186020.0,253105.0,175.72,,8298281421.21,2022.0,3043353412.04,4754327309.77
PE,Pernambuco,2022,2,83184,90314,-7130,173498,1506.3760747415236,2492153.0,522004.85270114103,221220.1671588334,301545.5579301259,103.59,99.71472,11.4,1.34,3.435,3.465,,9624898170.341784,3480155643.638775,5009861105.45489,,4828886.0,5600862.837381575,450056.0,2830339.0,3282815.233636025,190729.0,259983.0,177.74,,8298281421.21,2022.0,3043353412.04,4319343082.75
PE,Pernambuco,2022,3,87782,74140,13642,161922,1510.5011401371366,2492153.0,532549.5031998834,226310.2596867557,302893.00571104226,99.51,99.54987,12.7,0.5700000000000001,3.5549999999999997,3.635,,8875010326.828737,3480155643.638775,5465301039.188055,,4961785.0,5689963.170945988,464396.0,2914335.0,3342034.936580057,197348.0,264130.0,,,7739222872.19,2022.0,3043353412.04,4765874207.2699995
PE,Pernambuco,2022,4,106468,82265,24203,188733,1531.4201835033098,2492153.0,554498.3654316036,236345.9781362815,314772.2253122786,99.82,101.06191,13.365,-0.52,3.685,3.86,,8968058598.175276,3480155643.638775,8913310385.713675,,5068741.0,5873556.952380474,478519.0,3009898.0,3487810.3505103304,203961.0,271641.0,179.56,,7739222872.19,2022.0,3043353412.04,7691976457.209999
PE,Pernambuco,2022,5,105378,76339,29039,181717,1482.610878258475,2492153.0,569092.1177493271,240940.2871994916,323231.26298592804,98.69,101.38469,13.65,0.15,3.785,4.055,,14984875965.591198,3480155643.638775,4605481986.965879,,5211491.0,6021012.813851935,492578.0,3111431.0,3594742.06525851,208546.0,279773.0,180.3,,12970167751.7,2022.0,3043353412.04,3986277503.1
PE,Pernambuco,2022,6,80653,81795,-1142,162448,11114.966148784122,2492153.0,579851.4742669822,247804.50581396284,328026.3288537453,97.98,100.23388,13.65,0.515,3.865,4.17,,14831732102.30739,3480155643.638775,6488262317.868194,,5358049.0,6127071.66787569,507073.0,3187782.0,3645313.578797824,216702.0,286855.0,,,12970167751.7,2022.0,3043353412.04,5673905791.940001
PE,Pernambuco,2023,1,93108,86020,7088,179128,9848.090120007637,,580130.6880459457,241852.53463960593,323947.7556522794,103.24,103.29712,13.65,0.685,4.0600000000000005,4.42,2823013286.51366,10555541404.321465,1578091461.342856,6244802476.1432085,,5364476.0,6051249.592420545,514290.0,3235889.0,3650155.5776124503,214404.0,287182.0,182.79,2502621448.99,9357562874.52,2023.0,1443793992.59,5536062014.36
PE,Pernambuco,2023,2,88866,96556,-7690,185422,1562.1423395187162,,580465.8942360395,239002.0743539067,324929.40025736403,105.8,104.36716,13.65,0.6599999999999999,4.105,4.565,3173252167.164526,10417578186.942545,1578091461.342856,4846030666.683746,,5419040.0,6032903.401791453,521402.0,3282388.0,3654213.611857348,214683.0,291867.0,184.25,2850365616.47,9357562874.52,2023.0,1443793992.59,4352934611.250001
PE,Pernambuco,2023,3,93308,87517,5791,180825,1607.382469765084,,583320.3583601906,244108.1275789492,324958.00934049586,102.19,102.39167,13.65,0.075,4.215,4.85,4812780780.377405,8899684650.728188,1578091461.342856,8969418607.836445,,5472241.0,6083017.623888908,524751.0,3310857.0,3680393.7328739646,219598.0,292330.0,,4329544633.73,8006095369.76,2023.0,1443793992.59,8068827560.059999
PE,Pernambuco,2023,4,105741,85774,19967,191515,1571.8256846788868,,591979.4260006617,248116.79455729207,328882.7513937315,101.02,102.45143,13.42,0.175,4.09,4.88,4640981658.744886,8868620003.325338,1578091461.342856,4708307275.517303,,5551565.0,6149654.498836772,534406.0,3387211.0,3752127.078519192,223986.0,296897.0,184.44,4189619326.94,8006095369.76,2023.0,1443793992.59,4250397137.749999
PE,Pernambuco,2023,5,107422,80286,27136,187708,1606.90054001643,,598538.308703895,252579.3041097942,335085.64829951053,101.59,102.78063,12.81,0.25,3.905,4.84,3248206693.023593,13302654581.367594,1578091461.342856,4537054788.9109745,,5644764.0,6221746.596135464,543032.0,3449675.0,3802285.390323423,229156.0,304011.0,185.03,2946979585.56,12069013825.15,2023.0,1443793992.59,4116304504.330002
PE,Pernambuco,2023,6,89835,90806,-971,180641,1627.2382194184383,,604430.7816497381,258168.44293527197,340657.34724386915,102.41,104.50538,12.02,0.42,3.725,4.67,1607587975.607102,13191637977.473331,1578091461.342856,6114603835.455445,,5794196.0,6333155.062201124,552993.0,3522206.0,3849831.2378482143,236198.0,311667.0,,1470780318.25,12069013825.15,2023.0,1443793992.59,5594243743.759998
PE,Pernambuco,2024,1,99399,94962,4437,194361,1677.4137255412368,,605634.7431939559,253127.558278924,339417.3394566512,105.25,104.87054,11.4,0.625,3.67,4.595000000000001,2629667024.250889,7930279316.814028,3075539470.335792,6741128940.569619,,5802794.0,6264034.033219429,561040.0,3580901.0,3865531.971941359,234489.0,314425.0,186.47,2436036577.93,7346348534.17,2024.0,2949750744.85,6244758946.41
PE,Pernambuco,2024,2,104519,104258,261,208777,2133.874138869781,,615088.4792009176,257285.21113122985,343670.3992010601,105.88,105.27083,10.825,0.27,3.64,4.51,4953900029.246975,7887638114.157841,3075539470.335792,8732179173.774883,,5915624.0,6351495.728033628,572878.0,3646778.0,3915477.874876263,239629.0,320086.0,189.63,4613938379.47,7346348534.17,2024.0,2949750744.85,8132932919.2
PE,Pernambuco,2024,3,101937,89923,12014,191860,1693.2641336129068,,622449.8332672146,264127.15396949445,347879.262359156,106.01,106.53112,10.43,0.335,3.655,4.485,4260567289.601043,9484175208.857067,3075539470.335792,6055364848.878852,,6040221.0,6442049.254909202,583624.0,3704064.0,3950478.4231133265,247652.0,326180.0,,3994810811.94,8892591782.12,2024.0,2949750744.85,5677656359.89
PE,Pernambuco,2024,4,118638,92948,25690,211586,1953.9258893961587,,638503.4092041657,266865.3516868306,355560.4615247019,106.43,107.075,10.4,0.18,3.72,4.4350000000000005,4121530520.96128,9450161808.469551,3075539470.335792,5087206368.352658,,6134688.0,6519336.056901,600831.0,3790764.0,4028446.830287419,251120.0,334582.0,191.19,3878355649.7,8892591782.12,2024.0,2949750744.85,4787055551.219998
PE,Pernambuco,2024,5,115671,92810,22861,208481,1704.4176877816958,,644680.4793315742,273194.696641856,361497.6937586403,106.56,108.15165,10.575,0.5,3.725,4.4,3770240468.6374855,13853499893.029018,3075539470.335792,4843294531.011567,,6274641.0,6601882.683934143,612725.0,3877157.0,4079362.574080979,259653.0,343579.0,191.19,3583357438.62,13166810527.22,2024.0,2949750744.85,4603222428.25
PE,Pernambuco,2024,6,90595,95524,-4929,186119,1767.1953819588994,,654701.0962681653,279854.99287850433,370239.70286457706,107.26,106.90886,11.405,0.455,3.6,4.175,1360729238.0170825,13728294007.75596,3075539470.335792,6383075695.497013,,6462746.0,6738342.3648446305,627924.0,3965534.0,4134639.633281547,268409.0,355097.0,,1305075783.32,13166810527.22,2024.0,2949750744.85,6122009640.529999
PE,Pernambuco,2025,1,114670,112312,2358,226982,1783.4050403556855,,659324.2645599832,276545.1133366829,364874.6535477806,106.24,109.04864,12.695,0.735,3.815,4.475,2403965854.999031,10355721269.771976,,6638834633.1935625,,6518695.0,6698075.149206426,641667.0,4040708.0,4151899.397041831,269139.0,355103.0,194.02,2339585604.83,10078386246.63,,,6461040995.39
PE,Pernambuco,2025,2,108202,104179,4023,212381,1791.4810956116396,,664173.33840768,277805.74153360457,365725.1455559043,108.55,110.40313,13.86,0.495,4.02,4.68,2666191460.6227274,10253960148.937107,,5438369564.214139,,6630471.0,6745979.340235858,652801.0,4116655.0,4188370.566869027,273049.0,359463.0,194.59,2620539475.22,10078386246.63,,,5345250832.26
PE,Pernambuco,2025,3,111371,96438,14933,207809,1828.9161088755627,,670286.8572413868,285041.07847278175,366538.5122275519,111.17,108.8466,14.645,0.25,4.265000000000001,4.95,2676116758.8005342,10244112853.008982,,6318779982.584058,,6703448.0,6786254.044054836,662108.0,4155742.0,4207076.858588078,281563.0,362066.0,,2643462714.2,10119113928.02,,,6241678068.889999
PE,Pernambuco,2025,4,122268,102199,20069,224467,1800.4488283718797,,683596.3081556401,289199.1266316987,373020.961029983,109.17,108.69252,14.9,0.075,4.665,5.3,2199105849.381873,10228798909.010344,,6456934000.937724,,6772151.0,6845556.958168127,676266.0,4226068.0,4271875.981957824,286098.0,369021.0,194.64,2175524499.76,10119113928.02,,,6387695306.400001
PE,Pernambuco,2025,5,132669,106471,26198,239140,1841.626866619328,,693723.11468206,293657.78206604,379001.32743144,110.04,108.60643,14.9,0.285,4.8100000000000005,5.3149999999999995,742016160.6130669,15058010762.51183,,5046750488.182495,,6919371.0,6954700.89316374,690199.0,4321868.0,4343935.1986959195,292166.0,377076.0,194.92,738246717.17,14981516040.5,,,5021112986.540001
PE,Pernambuco,2025,6,94953,95419,-466,190372,2441.6593228365673,,707617.0,303329.0,386092.0,108.68,109.05574,14.9,0.255,4.965,5.3149999999999995,-902592467.76,14981516040.5,,7214682208.850001,,7130222.0,7130222.0,707617.0,4428977.0,4428977.0,303329.0,386092.0,,-902592467.76,14981516040.5,,,7214682208.850001
PI,Piauí,2015,1,9786,9680,106,19466,989.671118873934,,383549.180807768,305374.4696786171,248711.9955311034,102.8,101.08609,11.985,1.23,3.78,4.415,,6642258519.717203,789683856.3521546,7822422416.766562,,3033503.0,5398083.829970012,215539.0,1433769.0,2551375.507066344,171608.0,139766.0,173.86,,3732678443.13,2015.0,479273295.19,4395882430.87
PI,Piauí,2015,2,10183,9571,612,19754,1025.9907360534576,,381879.12643604295,297192.4595310224,245223.54056787063,102.34,99.65606,12.63,1.015,3.71,4.475,,6509505487.467329,789683856.3521546,6153323858.169908,,3070707.0,5355077.961160497,218977.0,1453221.0,2534306.187401018,170416.0,140616.0,169.75,,3732678443.13,2015.0,479273295.19,3528436893.28
PI,Piauí,2015,3,19357,20173,-816,39530,1042.931189341139,,382916.26661837305,290586.2207566146,242457.18555862745,101.87,97.92509,13.365,0.765,3.76,4.635,,4984781841.191553,789683856.3521546,2297837911.458263,,3109967.0,5341507.07328451,222944.0,1469882.0,2524587.9135995917,169187.0,141165.0,,,2902272114.52,2015.0,479273295.19,1337862138.5199995
PI,Piauí,2015,4,10979,10366,613,21345,1011.875521199344,,386035.2429442638,290178.33751299203,240468.32255355536,100.74,97.38494,13.92,0.42,3.835,4.84,,4943191606.562911,789683856.3521546,9762169077.85344,,3143987.0,5354883.875908807,226651.0,1486592.0,2531984.874891348,170371.0,141185.0,166.95,,2902272114.52,2015.0,479273295.19,5731614986.21
PI,Piauí,2015,5,18233,18560,-327,36793,1009.108540945586,,383584.5601030859,282952.1081041643,237974.15727586017,99.79,97.2129,14.15,0.6799999999999999,4.015000000000001,4.97,,6322443747.195644,789683856.3521546,5024948279.849071,,3166774.0,5321092.545440522,228285.0,1496614.0,2514742.6367659713,168395.0,141627.0,165.67,,3762714199.03,2015.0,479273295.19,2990527871.4999995
PI,Piauí,2015,6,6294,9546,-3252,15840,1034.26452020202,,383275.8709000191,283722.048971054,238435.86046511072,98.87,95.70125,14.15,0.985,4.215,5.25,,6199708368.610596,789683856.3521546,6215260158.695919,,3229576.0,5321272.968174295,232617.0,1518662.0,2502252.6326655606,172196.0,144711.0,,,3762714199.03,2015.0,479273295.19,3772152859.350001
PI,Piauí,2016,1,14535,20319,-5784,34854,1077.89907990039,586489.0,376267.36491359206,272079.3032488385,230986.51134218535,96.58,95.22152,14.15,1.085,4.3,5.455,,4952635632.951899,1260930796.689021,7079546233.692883,,3192287.0,5147542.983727597,233345.0,1522813.0,2455526.515529203,168732.0,143248.0,163.3,,3071413759.3,2016.0,813402837.95,4390433159.889999
PI,Piauí,2016,2,7802,8150,-348,15952,1107.751003009027,586489.0,373572.11154157226,263932.082410598,230762.2353080362,95.74,94.43174,14.15,0.52,4.275,5.58,,4901531141.914142,1260930796.689021,5675765683.352308,,3150823.0,5028256.779275196,234089.0,1526375.0,2435873.2437417707,165386.0,144601.0,163.75,,3071413759.3,2016.0,813402837.95,3556567184.76
PI,Piauí,2016,3,9024,8923,101,17947,1143.2851172897977,586489.0,373626.3998721669,256636.4826084246,226725.8568684735,96.01,94.35527,14.15,0.565,4.1850000000000005,5.705,,4797061445.506227,1260930796.689021,6718655335.751912,,3140231.0,4955224.17188037,236775.0,1536798.0,2425037.7112057707,162636.0,143681.0,,,3039999914.75,2016.0,813402837.95,4257754852.62
PI,Piauí,2016,4,15584,16221,-637,31805,1144.545877978386,586489.0,373425.62854301714,250092.40776679857,225157.25038362268,95.38,93.79533,14.15,0.48,4.109999999999999,5.73,,4751339872.078005,1260930796.689021,5187552725.177383,,3125535.0,4885026.145895989,238925.0,1546795.0,2417549.0011601807,160014.0,144060.0,162.86,,3039999914.75,2016.0,813402837.95,3319097405.5500007
PI,Piauí,2016,5,13766,16425,-2659,30191,1111.7669361097078,586489.0,371343.30792738264,245591.78869888335,223607.23558003287,96.34,93.59054,14.1,0.17,4.18,5.779999999999999,,5332883964.095108,1260930796.689021,4943631053.381334,,3105525.0,4837294.836645756,238401.0,1547944.0,2411141.9224178772,157669.0,143555.0,162.7,,3423691346.48,2016.0,813402837.95,3173792449.1899986
PI,Piauí,2016,6,12748,14757,-2009,27505,1178.6430227142032,586489.0,375633.2911733524,241321.53199376888,227431.8092005616,95.69,93.2166,13.775,0.24,4.02,5.68,,5307379880.815837,1260930796.689021,9308911517.622095,,3117809.0,4833203.429929342,242314.0,1569164.0,2432505.912620576,155672.0,146712.0,,,3423691346.48,2016.0,813402837.95,6005004451.1100025
PI,Piauí,2017,1,15803,16076,-273,31879,1152.6904383543942,580445.0,374950.6855377529,236252.45663048985,223191.9684132602,96.58,95.10675,12.995,0.355,3.99,5.62,,3547030707.8670115,1010478606.7414275,7242062516.155705,,3083038.0,4745548.788717878,243594.0,1575512.0,2425097.927177829,153486.0,145001.0,164.35,,2304397435.66,2017.0,671052851.39,4704946662.6
PI,Piauí,2017,2,7262,8209,-947,15471,1211.4511020619225,580445.0,374970.81849066325,231954.5276086021,224610.21574568911,97.23,94.9326,11.87,0.195,4.025,5.720000000000001,,3533238710.56034,1010478606.7414275,6059899717.2534075,,3082414.0,4726139.813488331,244558.0,1586373.0,2432321.094552167,151282.0,146492.0,165.73,,2304397435.66,2017.0,671052851.39,3952299437.64
PI,Piauí,2017,3,7517,6681,836,14198,1151.8692069305537,580445.0,380794.26888865547,229731.6122280672,224611.51934395035,95.87,95.24586,10.65,0.0399999999999999,3.975,5.734999999999999,,3621805827.048904,1010478606.7414275,7091107478.857045,,3090213.0,4734343.983155378,248553.0,1604318.0,2457886.6474148775,149951.0,146609.0,,,2364034275.93,2017.0,671052851.39,4628525640.2
PI,Piauí,2017,4,14841,14526,315,29367,1241.6681287144297,580445.0,383976.55138256337,225253.61251961865,222370.4590284322,96.69,95.07244,9.58,0.215,3.94,5.605,,3606282368.217968,1010478606.7414275,5635307957.86373,,3063766.0,4673707.745544063,251709.0,1620808.0,2472507.007271372,147661.0,145771.0,166.12,,2364034275.93,2017.0,671052851.39,3694125919.04
PI,Piauí,2017,5,15261,12888,2373,28149,1199.7225672934292,580445.0,385205.65609676746,215977.00552203463,220956.2369171614,96.25,95.32205,8.18,0.29,3.87,5.395,,4987039941.097931,1010478606.7414275,5448327617.275355,,3068523.0,4653940.316256024,253981.0,1636329.0,2481772.991031484,142402.0,145685.0,167.02,,3288148476.62,2017.0,671052851.39,3592293297.52
PI,Piauí,2017,6,7523,8067,-544,15590,1165.8854393842207,580445.0,388815.3973360677,218618.12412936104,221757.73957200735,97.45,96.86882,7.2,0.36,3.65,5.075,,4951329369.261418,1010478606.7414275,8188766709.765366,,3105277.0,4675959.531364208,258210.0,1660162.0,2499889.809349912,145183.0,147268.0,,,3288148476.62,2017.0,671052851.39,5438111418.979999
